Final Event Number	Date & Time Reported	Date and Time Occurred	Log Type	Location	Status	Remarks	AreaName
2016-0011755	9/3/2016  10:17:16 PM	9/3/2016 10:17:00PM	ASSIST CAMBRIDGE POLICE	FOX CLUB 44 JFK ST	CLOSED	Officer dispatched to a report of an individual screaming in the area. Officer arrived and report CPD on scene and report negative results.	River Team
2016-0011760	9/3/2016  11:36:20 PM	9/3/2016 11:36:00PM	ASSIST CAMBRIDGE POLICE	 40 HAWTHORN ST	CLOSED	Officer dispatched to a noise complaint. Officer arrived and report CPD took over call.	Radcliffe/Quad Team
2016-0011801	9/4/2016  10:45:56 PM	9/4/2016 10:45:00PM	ASSIST CAMBRIDGE POLICE	WINTHROP HOUSE 1201 MASSACHUSETTS AVE	CLOSED	Officer dispatched to a report of an individual throwing an object at two shuttle buses. Officer arrived and report negative results.	Yard Team
2016-0011813	9/5/2016  4:14:00 AM	9/5/2016  4:10:00AM To  4:30:00AM	ASSIST CAMBRIDGE POLICE	LAMPOON 44 BOW ST	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and spoke to an occupant of the Lampoon and advised them to turn off the music.	River Team
2016-0011827	9/5/2016  10:55:00 PM	9/5/2016 10:50:00PM To 11:15:00PM	ASSIST CAMBRIDGE POLICE	 16 GARDEN ST	CLOSED	Officer dispatched to take a report of past suspicious activity.	Radcliffe/Quad Team
2016-0011862	9/6/2016  1:20:57 PM	9/6/2016  1:20:00PM	ASSIST CAMBRIDGE POLICE	HUPD HQ 1033-6 MASSACHUSETTS AVE	CLOSED	CPD notified of homeless individuals yelling things in the area of Winthrop Park.	Yard Team
2016-0011874	9/6/2016  11:12:23 PM	9/6/2016 11:12:00PM	ASSIST CAMBRIDGE POLICE	DEXTER GATE 41 HARVARD YARD	CLOSED	Call transferred to CPD for a homeless individual yelling in the area.	Yard Team
2016-0011943	9/8/2016  10:04:00 AM	9/8/2016 10:04:00AM	ASSIST CAMBRIDGE POLICE	BARKER CENTER 12 QUINCY ST	CLOSED	Officer dispatched to take a report of a past unarmed robbery. An iPhone 6 valued at $800.00 was reported stolen.	Yard Team
2016-0011989	9/9/2016  11:40:10 AM	9/9/2016 11:40:00AM	ASSIST CAMBRIDGE POLICE	TAUBMAN CENTER 15 ELIOT ST	CLOSED	Report from detail officer that a bicyclist hit a motor vehicle. Officer cancelled CPD assistance.	Radcliffe/Quad Team
2016-0012004	9/9/2016  5:23:01 PM	9/9/2016  5:23:00PM	ASSIST CAMBRIDGE POLICE	 PRESCOTT ST / BROADWAY	CLOSED	Officer dispatched to a report from an individual who believed they spotted their recently stolen bicycle. Officer arrived and report bicycle did not belong to them.	North Yard Team
2016-0012015	9/9/2016  9:37:34 PM	9/9/2016  9:37:00PM	ASSIST CAMBRIDGE POLICE	GUND HALL 48 QUINCY ST	CLOSED	Officer while on patrol assisted two individuals with exchanging paperwork who were involved in a motor vehicle accident with no personal injuries.	North Yard Team
2016-0012020	9/9/2016  10:30:00 PM	9/9/2016 10:30:00PM	ASSIST CAMBRIDGE POLICE	DELPHIC CLUB 9 LINDEN ST	CLOSED	"Officer dispatched to a report of a noise complaint. Officer arrived, located individuals in the backyard area and advised them to keep noise down."	River Team
2016-0012047	9/10/2016  5:14:00 PM	9/10/2016  5:14:00PM	ASSIST CAMBRIDGE POLICE	SPEE CLUB 76 MT AUBURN ST	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and spoke to an occupant of the Spee Club and advised them to turn music volume down.	River Team
2016-0012069	9/11/2016  1:15:00 AM	9/11/2016  1:14:00AM To  1:35:00AM	ASSIST CAMBRIDGE POLICE	 PLYMPTON ST / BOW ST	CLOSED	Non affiliate transported to a medical facility.	River Team
2016-0012071	9/11/2016  2:11:27 AM	9/11/2016  2:11:00AM	ASSIST CAMBRIDGE POLICE	DUNKIN DONUTS 65 JFK ST	CLOSED	Officers dispatched to a report of two individuals fighting. Officers arrived and report individuals gone on arrival.	River Team
2016-0012075	9/11/2016  2:45:00 AM	9/11/2016  2:30:00AM To  3:30:00AM	ASSIST CAMBRIDGE POLICE	WIDENER GATE 42 HARVARD YARD	CLOSED	Officer dispatched to take a report of a past indecent assault.	Radcliffe/Quad Team
2016-0012236	9/15/2016  1:38:00 PM	9/15/2016  1:38:00PM	ASSIST CAMBRIDGE POLICE	 4 BRATTLE SQ	CLOSED	Officer dispatched to take a report of past unwanted guest in the area.	Radcliffe/Quad Team
2016-0012244	9/15/2016  4:57:00 PM	9/15/2016  4:45:00PM To  5:00:00PM	ASSIST CAMBRIDGE POLICE	 4 BRATTLE SQ	CLOSED	Officer dispatched to take a report of a past unwanted guest possibly trying to enter the building. Officer also assisted with escorting the employees out of the building.	
2016-0012268	9/16/2016  7:33:20 AM	9/16/2016  7:33:00AM	ASSIST CAMBRIDGE POLICE	 449 BROADWAY	CLOSED	Officer dispatched to a report of an abandoned backpack in the area. Officer arrived and report owner of backpack claimed their property.	
2016-0012303	9/16/2016  8:27:39 PM	9/16/2016  8:27:00PM	ASSIST CAMBRIDGE POLICE	WINTHROP HOUSE 8 PLYMPTON ST	CLOSED	Officer dispatched to a report of an individual screaming in the street area. Officer arrived and report individual gone on arrival.	River Team
2016-0012313	9/17/2016  12:08:00 AM	9/17/2016 12:05:00AM To 12:10:00AM	ASSIST CAMBRIDGE POLICE	FOX CLUB 44 JFK ST	CLOSED	Officers dispatched to a report of a noise complaint. Officers arrived and report CPD on scene and the individuals were advised to keep noise level down.	River Team
2016-0012385	9/18/2016  5:55:48 PM	9/18/2016  5:55:00PM	ASSIST CAMBRIDGE POLICE	 20 ELIOT ST	CLOSED	Officer dispatched to a report of an individual possibly throwing debris on the street. Officer arrived and report negative results.	Radcliffe/Quad Team
2016-0012441	9/19/2016  11:31:00 PM	9/19/2016 To 9/20/201611:31:00PM To 12:06:00AM	ASSIST CAMBRIDGE POLICE	FLY CLUB 2 HOLYOKE PL	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report CPD on scene talking with an occupant of the club and advised them to keep noise level down.	River Team
2016-0012471	9/20/2016  6:23:00 PM	9/20/2016  6:10:00PM To  6:35:00PM	ASSIST CAMBRIDGE POLICE	 JFK / SOUTH ST	CLOSED	Officer took a report of a past motor vehicle accident with no personal injuries.	
2016-0012484	9/20/2016  11:08:00 PM	9/20/2016 11:08:00PM To 11:46:00PM	ASSIST CAMBRIDGE POLICE	FLY CLUB 2 HOLYOKE PL	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report CPD on scene talking with an occupant of the club and advised them to turn music down.	River Team
2016-0012533	9/21/2016  11:33:00 PM	9/21/2016 11:33:00PM	ASSIST CAMBRIDGE POLICE	DELPHIC CLUB 9 LINDEN ST	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report CPD on scene talking with an occupant of the club and advised them to turn music off.	River Team
2016-0012538	9/22/2016  12:38:40 AM	9/22/2016 12:38:00AM	ASSIST CAMBRIDGE POLICE	 21 KIRKLAND ST	CLOSED	Officer dispatched to a report of an individual tampering with the parking meters. Officer arrived and report individual gone on arrival.	North Yard Team
2016-0012540	9/22/2016  2:19:00 AM	9/22/2016  2:15:00AM To  2:50:00AM	ASSIST CAMBRIDGE POLICE	 CHURCH STREET	CLOSED	Officer dispatched to take a report of suspicious activity.	Yard Team
2016-0012555	9/22/2016  1:41:00 PM	9/22/2016  1:41:00PM	ASSIST CAMBRIDGE POLICE	HUPD HQ 1033-6 MASSACHUSETTS AVE	CLOSED	Report from CPD of an individual that was issued a pink slip and could be in the area.	Yard Team
2016-0012599	9/23/2016  4:54:00 PM	9/23/2016  4:45:00PM To  5:00:00PM	ASSIST CAMBRIDGE POLICE	 MASSACHUSETTS AVE / EVERETT ST	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	Other
2016-0012618	9/24/2016  12:34:21 AM	9/24/2016 12:34:00AM	ASSIST CAMBRIDGE POLICE	FLY CLUB 2 HOLYOKE PL	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report area quiet.	River Team
2016-0012629	9/24/2016  4:23:00 AM	9/24/2016  4:23:00AM	ASSIST CAMBRIDGE POLICE	TAXI STAND 18 BRATTLE STREET	CLOSED	"Officer dispatched to take a report of an attempted robbery. While the officer was speaking with the victim he was informed that the two offenders were observed close by. As the officer began to approach the individuals, both had fled from the area. Additional officers were notified and arrived on scene and were unable to locate the two individuals."	River Team
2016-0012662	9/25/2016  12:08:08 AM	9/25/2016 12:08:00AM	ASSIST CAMBRIDGE POLICE	 MASSACHUSETTS AVE / REMINGTON ST	CLOSED	Officer dispatched to assist CPD with a motor vehicle accident.	River Team
2016-0012678	9/25/2016  1:52:56 AM	9/25/2016  1:52:00AM	ASSIST CAMBRIDGE POLICE	 1 LINDEN ST	CLOSED	Officers dispatched to a report of a fight. Officers arrived and report individuals gone on arrival.	River Team
2016-0012710	9/26/2016  12:59:00 AM	9/26/2016 12:55:00AM To  1:38:00AM	ASSIST CAMBRIDGE POLICE	FLY CLUB 2 HOLYOKE PL	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived alongside CPD and advised two occupants of the club to turn the music off.	River Team
2016-0012795	9/28/2016  12:58:20 AM	9/28/2016 12:58:00AM	ASSIST CAMBRIDGE POLICE	 PLYMPTON ST / MT AUBURN ST	CLOSED	Officer dispatched to a report of an individual in a motor vehicle playing loud music. Officer arrived and report CPD on scene and advised occupant of motor vehicle to turn music down.	River Team
2016-0012835	9/28/2016  11:48:00 PM	9/28/2016 To 9/29/201611:48:00PM To 12:13:00AM	ASSIST CAMBRIDGE POLICE	FLY CLUB 2 HOLYOKE PL	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report CPD on scene and advised an occupant of the club to keep noise down.	River Team
2016-0012860	9/29/2016  9:28:00 PM	9/29/2016  9:25:00PM To 10:35:00PM	ASSIST CAMBRIDGE POLICE	 1238 MASSACHUSETTS AVE	CLOSED	Officers dispatched to take a report of a past attempted armed robbery. CPD officers placed an individual under arrest in this incident.	River Team
2016-0012881	9/30/2016  12:44:00 AM	9/30/2016 12:55:00AM To  1:10:00AM	ASSIST CAMBRIDGE POLICE	DELPHIC CLUB 9 LINDEN ST	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and advised an occupant of the club to lower noise level.	River Team
2016-0012918	9/30/2016  7:12:00 PM	9/30/2016  7:00:00PM To  7:30:00PM	ASSIST CAMBRIDGE POLICE	 1200 MASSACHUSETTS AVE	CLOSED	Faculty member transported to CCH by Pro Ambulance for a coughing fit.	River Team
2016-0013078	10/4/2016  12:11:00 PM	10/1/2016  9:00:00PM To  9:20:00PM	ASSIST CAMBRIDGE POLICE	 24 CONCORD AVE	CLOSED	Officer dispatched to take a report of a past scam.	
2016-0013150	10/6/2016  3:54:00 AM	10/6/2016  3:54:00AM	ASSIST CAMBRIDGE POLICE	 32 HAWTHORN ST	CLOSED	Officer dispatched to a report of an individual climbing up the side of the building. Officer arrived and report CPD on scene as well. Officers were able to locate the individual who stated they were just going to the upper level of the building to visit their friends. The individual was then sent on their way.	Radcliffe/Quad Team
2016-0013163	10/6/2016  11:50:00 AM	8/1/2016 To 10/5/2016 8:50:00AM To  7:00:00PM	ASSIST CAMBRIDGE POLICE	 BRATTLE ST/CHURCH STREET	CLOSED	Officer dispatched to take a report of past suspicious activity.	Radcliffe/Quad Team
2016-0013179	10/6/2016  5:05:14 PM	10/6/2016  5:05:00PM	ASSIST CAMBRIDGE POLICE	BROADWAY GARAGE 7 FELTON ST	CLOSED	Officer dispatched to take a report of a bicyclist that was struck by a motor vehicle.	North Yard Team
2016-0013205	10/7/2016  8:59:00 AM	10/7/2016  8:55:00AM To  9:00:00AM	ASSIST CAMBRIDGE POLICE	DUDLEY HOUSE - LEHMAN HALL 8 HARVARD YARD	CLOSED	Officer dispatched to take a report of a past attempted assault and battery.	Yard Team
2016-0013230	10/7/2016  8:55:00 PM	10/7/2016  8:45:00PM To  8:46:00PM	ASSIST CAMBRIDGE POLICE	 CRAIGIE ST / CRAIGIE CIRCLE	CLOSED	Officer dispatched to take a report of a motor vehicle accident with no personal injuries.	
2016-0013250	10/8/2016  3:07:00 AM	10/8/2016  3:07:00AM To  3:50:00AM	ASSIST CAMBRIDGE POLICE	LAMPOON 44 BOW ST	ARREST	Officers dispatched to a report of a noise complaint. Officers arrived and report CPD had already been on scene and cleared the area.	River Team
2016-0013329	10/10/2016  1:55:07 AM	10/10/2016  1:55:00AM	ASSIST CAMBRIDGE POLICE	WINTHROP HOUSE 8 PLYMPTON ST	CLOSED	Officer dispatched to a report of an individual in the area sleeping in their motor vehicle. Officer arrived and report individual is an Uber driver and was taking a quick nap.	River Team
2016-0013359	10/10/2016  8:10:00 PM	10/10/2016  8:00:00PM To  8:15:00PM	ASSIST CAMBRIDGE POLICE	 MT AUBURN ST / HOLYOKE ST	CLOSED	Officer dispatched to take a report of a past unarmed robbery. An iPhone 6 valued at $650.00 was reported stolen.	River Team
2016-0013366	10/11/2016  12:02:00 AM	10/10/2016 To 10/11/201611:30:00PM To 12:30:00AM	ASSIST CAMBRIDGE POLICE	OWL CLUB 30 HOLYOKE ST	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report CPD on scene who advised an occupant of the club to turn music down.	River Team
2016-0013376	10/11/2016  10:59:55 AM	10/11/2016 10:59:00AM	ASSIST CAMBRIDGE POLICE	 124 MT AUBURN ST	CLOSED	Officer while on detail assisted two individuals exchange paperwork for a motor vehicle accident with no personal injuries.	
2016-0013390	10/11/2016  9:06:00 PM	10/11/2016  9:09:00PM To  9:25:00PM	ASSIST CAMBRIDGE POLICE	FLY CLUB 2 HOLYOKE PL	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report CPD had already been on scene and cleared call.	River Team
2016-0013396	10/11/2016  11:24:00 PM	10/10/2016 11:00:00PM To 11:05:00PM	ASSIST CAMBRIDGE POLICE	 97 MT AUBURN ST	CLOSED	Officer dispatched to take a report of an assault and battery.	Yard Team
2016-0013487	10/13/2016  1:07:00 PM	10/13/2016  1:00:00PM To  1:10:00PM	ASSIST CAMBRIDGE POLICE	 HARVARD ST / MASS AVE	CLOSED	Officer dispatched to a report of a bicyclist who had struck a stopped motor vehicle. The bicyclist transported themselves to a medical facility.	Yard Team
2016-0013612	10/17/2016  2:36:00 AM	10/17/2016  2:15:00AM To  4:14:00AM	ASSIST CAMBRIDGE POLICE	AUSTIN HALL 1515 MASSACHUSETTS AVE	CLOSED	Non affiliate transported to a medical facility.	North Yard Team
2016-0013615	10/17/2016  7:05:01 AM	10/17/2016  7:05:00AM	ASSIST CAMBRIDGE POLICE	 MASS AVE / ELLERY ST	CLOSED	Officer reports a motor vehicle accident with no personal injuries. CPD arrived and took over scene.	
2016-0013624	10/17/2016  2:20:06 PM	10/17/2016  2:20:00PM	ASSIST CAMBRIDGE POLICE	RADCLIFFE CAMPUS DRIVE 45 SHEPARD ST	CLOSED	Officer dispatched to a report of a verbal argument between two individuals. Officer arrived and report situation resolved and individuals went on their way.	Radcliffe/Quad Team
2016-0013646	10/18/2016  2:12:21 AM	10/18/2016  2:12:00AM	ASSIST CAMBRIDGE POLICE	 12 DUNSTER ST	CLOSED	Officer dispatched to meet an individual about their phone pinging in the area. Officer arrived as well as CPD and report individual gone on arrival.	River Team
2016-0013668	10/18/2016  11:17:00 PM	10/18/2016 11:17:00PM	ASSIST CAMBRIDGE POLICE	 48 JFK ST	CLOSED	Officer dispatched to take a report of a sudden unattended death.	River Team
2016-0013674	10/19/2016  1:30:09 AM	10/19/2016  1:30:00AM	ASSIST CAMBRIDGE POLICE	 MASS AVE / PLYMPTON ST	CLOSED	Officers dispatched to a report of two individuals arguing and that one individual pushed another. Officers arrived as well as CPD and report individuals were friends and were just joking around.	River Team
2016-0013696	10/19/2016  7:17:00 PM	10/19/2016  7:17:00PM To  7:44:00PM	ASSIST CAMBRIDGE POLICE	DELPHIC CLUB 9 LINDEN ST	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report CPD was already on scene and advised an occupant of the club to turn down music.	River Team
2016-0013717	10/20/2016  10:36:01 AM	10/20/2016 10:36:00AM	ASSIST CAMBRIDGE POLICE	 65 MT AUBURN ST	CLOSED	Officer while on patrol reports a bicyclist that struck a motor vehicle. CPD arrived on scene and took over call.	River Team
2016-0013719	10/20/2016  10:54:00 AM	10/20/2016 10:54:00AM	ASSIST CAMBRIDGE POLICE	GUTMAN LIBRARY 6 APPIAN WAY	CLOSED	Officer dispatched to take a report of bias related assault.	Radcliffe/Quad Team
2016-0013762	10/21/2016  12:48:13 PM	10/21/2016 12:48:00PM	ASSIST CAMBRIDGE POLICE	SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE	CLOSED	Officers dispatched to a report of an individual wielding a knife. Officers arrived and CPD on scene as well and report individual gone on arrival.	River Team
2016-0013883	10/24/2016  12:56:37 PM	10/24/2016 12:56:00PM	ASSIST CAMBRIDGE POLICE	SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE	CLOSED	Officer dispatched to a report of an individual who had urinated on the sidewalk and exposed themselves. Officer arrived and report CPD notified and arrived on scene and took over call.	River Team
2016-0013899	10/24/2016  11:15:00 PM	10/24/2016 11:00:00PM To 11:56:00PM	ASSIST CAMBRIDGE POLICE	FLY CLUB 2 HOLYOKE PL	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and advised an occupant of the club to turn music off.	River Team
2016-0013994	10/27/2016  11:11:00 PM	10/27/2016 11:11:00PM	ASSIST CAMBRIDGE POLICE	DELPHIC CLUB 9 LINDEN ST	CLOSED	Officer dispatched to a report of a noise complaint. Officer arrived and report CPD on scene who advised an occupant of the club to turn music down.	River Team
2016-0014031	10/28/2016  6:53:30 PM	10/28/2016  6:53:00PM	ASSIST CAMBRIDGE POLICE	LOWELL HOUSE MASTERS 50 HOLYOKE ST	CLOSED	Officers dispatched to a report of two individuals who were asking for money in the area. Officers arrived and report individuals gone on arrival.	River Team
2016-0014087	10/30/2016  3:03:11 AM	10/30/2016  3:03:00AM	ASSIST CAMBRIDGE POLICE	 SOUTH ST / DUNSTER ST	CLOSED	Officers dispatched to a report of someone screaming in the area. Officers arrived and report area quiet.	River Team
2016-0011155	8/25/2016  8:55:00 AM	8/25/2016  8:55:00AM	ASSIST CITIZEN	SFP SOLDIERS FIELD PARK 01 111 WESTERN AVE	CLOSED	"Officer dispatched to take a report of fraud.
Update 9/16/16: This case is closed pending any further information.
Update 11/1/16: Upon further investigation this incident has been reclassified from Fraud to Assist Citizen."	Allston/Watertown Team
2016-0009139	7/5/2016  6:14:00 PM	7/4/2016  6:00:00PM To  6:05:00PM	ASSIST CPD - THEFT REPORT	CRONKHITE GRADUATE CENTER 84 BRATTLE ST	CLOSED	"Officer took a walk-in report of a stolen wallet valued at $40.00, a license, and $60.00 in U.S. currency."	Yard Team
2016-0009426	7/8/2016  9:40:00 AM	7/8/2016  9:35:00AM To 10:15:00AM	ASSIST CPD - THEFT REPORT	INTER HOUSE OF PANCAKES 65 JFK ST	CLOSED	Officer while on detail was approached by the manager of a restaurant who stated a group of males had left the establishment without paying for their meal. Officer was able to locate two of the individuals and conduct a field interview. The individuals were run for wants/warrants with negative results. The individuals were then sent back to the restaurant to pay for their bill.	River Team
